ProfileID,Chromosome,Start,End,SegmentMean,NumProbes,Status
PR-5EAjfk,1,10001,16540624,1.076228934949847,14524,0
PR-5EAjfk,1,16540625,16713624,2.07114132545766,112,+
PR-5EAjfk,1,16715625,16863624,0.7476847433563956,59,-
PR-5EAjfk,1,16863625,16949624,2.0180179400952905,85,+
PR-5EAjfk,1,16949625,17451264,0.7853817611887646,466,-
PR-5EAjfk,1,17451265,18859264,1.0428451855302396,1408,0
PR-5EAjfk,1,18859265,37686261,0.861695467221035,17816,0
PR-5EAjfk,1,37686262,47176652,1.1034444478817158,9006,+
PR-5EAjfk,1,47176653,66475361,1.1364395927591124,18607,+
PR-5EAjfk,1,66475362,66833361,1.2525098941715465,355,+
PR-5EAjfk,1,66833362,67573361,1.127000378472342,734,+
PR-5EAjfk,1,67573362,68398361,1.3121648680797566,824,+
PR-5EAjfk,1,68398362,71795886,0.910722227041982,3060,0
PR-5EAjfk,1,71795887,71888042,0.2594626894336507,65,-
PR-5EAjfk,1,71894043,72270042,0.686840016101831,375,-
PR-5EAjfk,1,72270043,101682417,0.9291825720424008,27938,0
PR-5EAjfk,1,101682418,105742295,1.2162687114170814,3297,+
PR-5EAjfk,1,105742296,108775036,1.859790351651312,2679,+
PR-5EAjfk,1,108775037,117337883,2.341170491616067,8145,+
PR-5EAjfk,1,117337884,117339883,1.509932837818e-4,2,-
PR-5EAjfk,1,117339884,118200615,2.506155616971482,853,+
PR-5EAjfk,1,118200616,118752640,4.77353156771822,508,+
PR-5EAjfk,1,118752641,119892654,8.048109867493137,1045,+
PR-5EAjfk,1,119892655,121738654,1.0646793509619314,583,0
PR-5EAjfk,1,121742655,125178474,3.197284226581739,243,+
PR-5EAjfk,1,125178475,143273474,20.31340240788348,75,+
PR-5EAjfk,1,143274475,144419474,1.4761077129133706,304,+
PR-5EAjfk,1,144419475,147000474,2.1264530470192984,978,+
PR-5EAjfk,1,147000475,149562474,1.865058650984388,1460,+
PR-5EAjfk,1,149564475,149566474,8.26796664920529e-6,2,-
PR-5EAjfk,1,149585475,149653474,1.7186836271569177,32,+
PR-5EAjfk,1,149655475,149665474,0.0010457357107269,7,-
PR-5EAjfk,1,149665475,150192655,2.17710048912446,384,+
PR-5EAjfk,1,150192656,154472369,2.0445906098426367,3721,+
PR-5EAjfk,1,154472370,156196061,0.3511533247720021,1680,-
PR-5EAjfk,1,156196062,248577463,0.8991857016991114,86132,0
PR-5EAjfk,1,248577464,248659463,4.394387216193709,64,+
PR-5EAjfk,1,248659464,248946463,0.8311265107001267,271,-
PR-5EAjfk,10,366037,20561432,0.961666121307492,17988,0
PR-5EAjfk,10,20564356,20572355,1.4382850859822776e-7,7,-
PR-5EAjfk,10,20572356,32524706,0.934278776168225,11623,0
PR-5EAjfk,10,32524707,32552706,0.3083739920374982,28,-
PR-5EAjfk,10,32552707,38488311,0.975220257921818,5549,0
PR-5EAjfk,10,38488312,38614311,8.166659062116842,83,+
PR-5EAjfk,10,38614312,38783311,1.1564813495705415,169,+
PR-5EAjfk,10,38783312,38920311,6.209658802788538,60,+
PR-5EAjfk,10,38920312,39257311,1.6152270761839302,337,+
PR-5EAjfk,10,39257312,39362311,4.23633887906874,105,+
PR-5EAjfk,10,39362312,39525311,2.0126398031147685,152,+
PR-5EAjfk,10,39525312,39569311,6.569297037690077,41,+
PR-5EAjfk,10,39569312,41841271,1.945652415037139,139,+
PR-5EAjfk,10,41841272,41911271,22.54556875409904,70,+
PR-5EAjfk,10,41911272,42107271,8.466325757047544,45,+
PR-5EAjfk,10,42107272,46148265,1.155785759811959,3654,+
PR-5EAjfk,10,46150266,46955265,0.7471873835027331,373,-
PR-5EAjfk,10,46982266,47582456,1.3043092760241557,484,+
PR-5EAjfk,10,47586457,47649456,0.2250858078951602,20,-
PR-5EAjfk,10,47649457,122378899,1.1834100071763507,68564,+
PR-5EAjfk,10,122378900,133787129,1.1354962960258377,9680,+
PR-5EAjfk,11,179001,5618367,1.3091605189229982,4110,+
PR-5EAjfk,11,5618368,11707683,1.4555062152318214,5564,+
PR-5EAjfk,11,11707684,26662024,0.9244223206828124,14153,0
PR-5EAjfk,11,26662025,29993029,1.041638010440444,3215,0
PR-5EAjfk,11,29993030,50444197,0.8956736071687436,18271,0
PR-5EAjfk,11,50444198,50682197,2.55070667129712,237,+
PR-5EAjfk,11,50682198,54868824,1.2219015074352504,447,+
PR-5EAjfk,11,54868825,54929824,3.221311107670177,61,+
PR-5EAjfk,11,54929825,54959824,0.9411346160304987,30,0
PR-5EAjfk,11,54959825,55046824,3.684612747100661,87,+
PR-5EAjfk,11,55046825,55117824,1.133312715815891,71,+
PR-5EAjfk,11,55117825,55124824,3.67273488417296e-8,7,-
PR-5EAjfk,11,55124825,55183824,0.9577287395589188,59,0
PR-5EAjfk,11,55183825,55215824,4.260515501371871,32,+
PR-5EAjfk,11,55215825,55597824,1.072311454767345,381,0
PR-5EAjfk,11,55597825,55689824,7.988407895463527,91,+
PR-5EAjfk,11,55690825,64855646,0.8810250837790063,8755,0
PR-5EAjfk,11,65894358,70630300,1.6751299284907366,4237,+
PR-5EAjfk,11,70630301,77989791,0.837289826000301,7063,-
PR-5EAjfk,11,77989792,80133111,0.9692219613994242,2118,0
PR-5EAjfk,11,80133112,80706421,2.4017566796754743,556,+
PR-5EAjfk,11,80706422,93961883,0.9407954578577418,11347,0
PR-5EAjfk,11,93961884,93969172,9.068849697077078e-6,4,-
PR-5EAjfk,11,93969173,99963796,0.8994674629864056,5500,0
PR-5EAjfk,11,99963797,102468784,1.9458668579880911,2214,+
PR-5EAjfk,11,102468785,102599784,3.0216634846640047,131,+
PR-5EAjfk,11,102599785,104154932,1.932782101792793,1333,+
PR-5EAjfk,11,104154933,116499296,0.9291941651997632,11697,0
PR-5EAjfk,11,116499297,116682296,3.3449461842437413,178,+
PR-5EAjfk,11,116682297,116859296,1.6888029454361582,177,+
PR-5EAjfk,11,116859297,117087296,0.8119450508083432,228,-
PR-5EAjfk,11,117087297,117157296,3.4103835462522345,66,+
PR-5EAjfk,11,117157297,117975296,0.8447907832787006,815,-
PR-5EAjfk,11,117975297,118535348,2.455733490290515,559,+
PR-5EAjfk,11,118535349,118963348,0.8455201255482881,428,0
PR-5EAjfk,11,118963349,119002348,3.318087657435656,39,+
PR-5EAjfk,11,119002349,120053907,0.8558714331492799,1049,0
PR-5EAjfk,11,120053908,120091907,3.825719235291852,36,+
PR-5EAjfk,11,120091908,120191907,0.971683920273496,100,0
PR-5EAjfk,11,120191908,120771712,3.1570125592454694,570,+
PR-5EAjfk,11,120771713,121134013,0.8708076580305865,360,0
PR-5EAjfk,11,121134014,121506013,1.878094946721424,371,+
PR-5EAjfk,11,121506014,122235013,0.9584545992277184,720,0
PR-5EAjfk,11,122235014,122288013,3.8494357735468414,53,+
PR-5EAjfk,11,122288014,122335013,1.224539235432559,47,+
PR-5EAjfk,11,122335014,122755013,4.584428827151787,419,+
PR-5EAjfk,11,122755014,123724400,4.0364555370401485,961,+
PR-5EAjfk,11,123724401,124478100,1.0345196152410814,740,0
PR-5EAjfk,11,124478101,125183522,1.820278250704584,683,+
PR-5EAjfk,11,125183523,135075626,0.9442782856234908,8172,0
PR-5EAjfk,12,10001,6153632,0.9944805084398702,4524,0
PR-5EAjfk,12,6153633,6169557,9.217240846766271e-10,8,-
PR-5EAjfk,12,6169558,11442727,0.979395858124808,3950,0
PR-5EAjfk,12,11442728,12893413,1.2886719038716656,1425,+
PR-5EAjfk,12,13183284,33566902,1.0189597043511076,18876,0
PR-5EAjfk,12,33566903,34533902,1.0009632450566197,964,0
PR-5EAjfk,12,34533903,34587902,3.97455956743766,54,+
PR-5EAjfk,12,34587903,34679902,1.0412034520248838,92,0
PR-5EAjfk,12,34679903,37408002,3.3391895715239324,194,+
PR-5EAjfk,12,37408003,37588002,0.8524776998683398,179,0
PR-5EAjfk,12,37588003,38016002,1.6436828994004706,422,+
PR-5EAjfk,12,38016003,47040630,1.013234425651104,8175,0
PR-5EAjfk,12,47040631,77467814,0.8856300011125966,28970,0
PR-5EAjfk,12,77467815,77765210,1.4641729736579534,294,+
PR-5EAjfk,12,77765211,81746519,0.9431355245305468,3902,0
PR-5EAjfk,12,81746520,81750519,7.0856384561155335e-9,4,-
PR-5EAjfk,12,81750520,84199539,0.9031866081123664,2371,0
PR-5EAjfk,12,84199540,84204539,3.829851303227e-4,5,-
PR-5EAjfk,12,84204540,89925563,0.9291362008593618,5437,0
PR-5EAjfk,12,89925564,90845282,1.421074312824993,883,+
PR-5EAjfk,12,90845283,98609131,0.8973763077224941,7560,0
PR-5EAjfk,12,98609132,98959131,1.619434367818449,350,+
PR-5EAjfk,12,98959132,109705561,0.9047198309593422,10214,0
PR-5EAjfk,12,109709759,110361758,1.3470645640289365,652,+
PR-5EAjfk,12,110361759,127511675,0.8850911855244719,15743,0
PR-5EAjfk,12,127511676,127711229,1.5078688994476594,185,+
PR-5EAjfk,12,128240307,130595736,0.8327936653943093,804,-
PR-5EAjfk,12,130595737,131346960,1.2347149368696506,632,+
PR-5EAjfk,12,131346961,133256353,0.8480339925662438,1207,0
PR-5EAjfk,12,133256354,133264353,9.664794117379756,8,+
PR-5EAjfk,13,16022288,18356998,1.080732143976269,169,0
PR-5EAjfk,13,18407999,18452998,5.048021307876104,20,+
PR-5EAjfk,13,18864442,34984105,0.8635346659875712,13767,0
PR-5EAjfk,13,34984106,34991105,4.862956424959596e-7,7,-
PR-5EAjfk,13,34991106,46993082,0.8945202207041002,11377,0
PR-5EAjfk,13,46993083,46998082,6.564976100670816e-8,5,-
PR-5EAjfk,13,46998083,58010905,0.8595991730617987,8586,0
PR-5EAjfk,13,58022647,58025646,1.667096773562546e-9,3,-
PR-5EAjfk,13,58025647,91858702,0.8871906092312567,30930,0
PR-5EAjfk,13,91858703,112280907,1.0517588808514655,18928,0
PR-5EAjfk,13,112284908,112312907,0.1470293418757174,12,-
PR-5EAjfk,13,112312908,114353672,0.9615141539514608,1368,0
PR-5EAjfk,14,16091288,28383620,1.2461700938605522,6467,+
PR-5EAjfk,14,28383621,28711804,2.3867674382396573,320,+
PR-5EAjfk,14,28711805,46840705,1.2441694611270202,15491,+
PR-5EAjfk,14,46840706,106883979,1.494010202258881,56179,+
PR-5EAjfk,15,17000001,19832004,3.366018252927077,122,+
PR-5EAjfk,15,19832005,19999004,1.242429508345006,164,+
PR-5EAjfk,15,20002005,20963004,0.0832558236030807,322,-
PR-5EAjfk,15,20987005,20993004,2.278312080979e-4,5,-
PR-5EAjfk,15,20993005,21025004,0.109642497401021,4,-
PR-5EAjfk,15,21062005,21068004,1.1006127516475711e-10,4,-
PR-5EAjfk,15,21110005,22302004,0.089455314195425,137,-
PR-5EAjfk,15,22376005,23164004,1.6069655489277204,517,+
PR-5EAjfk,15,23174005,23359004,15.671191839454988,39,+
PR-5EAjfk,15,23360005,27334714,1.2576338898646966,3297,+
PR-5EAjfk,15,27334715,27635714,0.5970079300363806,301,-
PR-5EAjfk,15,27635715,70593211,1.2763845051182154,37479,+
PR-5EAjfk,15,70593212,72103526,1.5208037557946912,1465,+
PR-5EAjfk,15,72103527,75717719,1.2428239943806645,3469,+
PR-5EAjfk,15,75717720,98488226,0.8675410924833825,19964,0
PR-5EAjfk,15,98488227,99596001,1.55434418372969,1076,+
PR-5EAjfk,15,99596002,101968587,0.8994587345420527,1030,0
PR-5EAjfk,16,10001,32487219,0.985569831074778,21188,0
PR-5EAjfk,16,32491220,32519219,6.926871928627222,11,+
PR-5EAjfk,16,32586220,34060219,0.7694502740031643,336,-
PR-5EAjfk,16,34060220,34099219,4.001514119939945,35,+
PR-5EAjfk,16,34099220,34278219,1.3265517890595455,173,+
PR-5EAjfk,16,34571220,34613219,19.89317986558547,39,+
PR-5EAjfk,16,34613220,34707219,2.669323206146544,94,+
PR-5EAjfk,16,34707220,34771219,9.814671628824376,63,+
PR-5EAjfk,16,34771220,34827219,1.1132194341434902,56,+
PR-5EAjfk,16,34896220,34923219,4.7071375125673525,25,+
PR-5EAjfk,16,34923220,35230219,1.2015336058852428,195,+
PR-5EAjfk,16,35230220,35523219,0.4244913320756082,293,-
PR-5EAjfk,16,35523220,35928219,0.9554478263783346,400,0
PR-5EAjfk,16,35928220,35990219,1.8654284170360207,60,+
PR-5EAjfk,16,35990220,36062219,5.848533827802284,65,+
PR-5EAjfk,16,36062220,36118219,1.4224145630078635,56,+
PR-5EAjfk,16,36118220,38280419,3.4064027037318265,147,+
PR-5EAjfk,16,46380420,46402419,29.00112579081446,22,+
PR-5EAjfk,16,46402420,46423419,4.956353198006795,21,+
PR-5EAjfk,16,46423420,78039466,1.1794399769139443,29587,+
PR-5EAjfk,16,78039467,78535050,0.9147833420332984,480,0
PR-5EAjfk,16,78535051,78632757,0.541800263389089,86,-
PR-5EAjfk,16,78632758,90224877,1.18898045532714,7809,+
PR-5EAjfk,17,130001,21042960,1.28668062706379,16845,+
PR-5EAjfk,17,21042961,21783311,0.8883431654536839,683,0
PR-5EAjfk,17,21783312,21795311,0.1722226741710535,12,-
PR-5EAjfk,17,21814312,21845311,1.0461422235362092,31,0
PR-5EAjfk,17,21845312,21885311,4.2152727966435375,40,+
PR-5EAjfk,17,21885312,21886311,6.865913868535858e-8,1,-
PR-5EAjfk,17,21886312,21908311,7.983049739383297,21,+
PR-5EAjfk,17,21908312,21931311,0.9813032885284756,23,0
PR-5EAjfk,17,21931312,21933311,1.13669592961e-4,2,-
PR-5EAjfk,17,21933312,21937311,2.2126342617469854,4,+
PR-5EAjfk,17,21937312,21941311,1.677801893463e-4,4,-
PR-5EAjfk,17,21941312,21942311,2.183530614997845e-8,1,-
PR-5EAjfk,17,21942312,21944311,7.734641768115034e-5,2,-
PR-5EAjfk,17,21944312,21947311,2.6683927007390005,3,+
PR-5EAjfk,17,21947312,21951311,3.610003859582e-4,4,-
PR-5EAjfk,17,21951312,21955311,1.984467589077323,4,+
PR-5EAjfk,17,21955312,21957311,2.211625911459e-4,2,-
PR-5EAjfk,17,21957312,21968311,2.5166140839017688,11,+
PR-5EAjfk,17,21968312,21992311,53.954111596802704,22,+
PR-5EAjfk,17,22042312,26775914,0.772720726155637,817,-
